University ID,Program,Specialisations (comma sep),Fee Range,Duration,Avg Salary,Entry Roles (comma sep),Top Companies (comma sep),Internship / Project Type,Career Outcome (1 sentence)
maharshi-dayanand-universi,BA,"English,Political Science,Sociology,Psychology,Economics,History,Journalism & Mass Communication",₹37K – ₹90K,3 Years,₹2.5L – ₹7L per annum,"Content Writer,Civil Services (path),HR Executive,Journalist,Social Worker,Teacher","Government Departments,NGOs,Media Houses,Ed-tech firms,BPOs",Community or media project,BA is valid for most government jobs and civil services. Widely accepted degree.
maharshi-dayanand-universi,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹48K – ₹117K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from MAHARSHI DAYANAND UNIVERSITY is ideal for civil services, research and education careers."
maharshi-dayanand-universi,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹52K – ₹125K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from MAHARSHI DAYANAND UNIVERSITY advances commerce careers in finance, tax and audit."
mahatma-jyotiba-phule-rohilkha,BA,"English,Political Science,Sociology,Psychology,Economics,History,Journalism & Mass Communication",₹37K – ₹90K,3 Years,₹2.5L – ₹7L per annum,"Content Writer,Civil Services (path),HR Executive,Journalist,Social Worker,Teacher","Government Departments,NGOs,Media Houses,Ed-tech firms,BPOs",Community or media project,BA is valid for most government jobs and civil services. Widely accepted degree.
mahatma-jyotiba-phule-rohilkha,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹48K – ₹117K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from MAHATMA JYOTIBA PHULE ROHILKHAND UNIVERSITY is ideal for civil services, research and education careers."
mahatma-jyotiba-phule-rohilkha,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹52K – ₹125K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from MAHATMA JYOTIBA PHULE ROHILKHAND UNIVERSITY advances commerce careers in finance, tax and audit."
mats-universi,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹33K – ₹82K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from MATS UNIVERSITY is valid for banking, finance and government roles."
mats-universi,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹36K – ₹90K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from MATS UNIVERSITY provides a recognised management degree for entry-level corporate roles.
mats-universi,BCA,"Data Science,Web Development,Cloud Computing,Cybersecurity,AI & ML,Mobile Development",₹36K – ₹90K,3 Years,₹2.5L – ₹10L per annum,"Junior Developer,Web Developer,Database Administrator,IT Support,QA Tester","TCS,Wipro,HCL,Infosys,Tech Mahindra",Project-based,BCA from MATS UNIVERSITY builds IT fundamentals for entry-level software careers.
mats-universi,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹60K – ₹150K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from MATS UNIVERSITY is UGC DEB approved and valid for corporate hiring and government roles across India.
mats-universi,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹51K – ₹127K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,MCA from MATS UNIVERSITY prepares graduates for IT careers with UGC DEB recognised degree.
meenaksh-academy-of-higher,BA,"English,Political Science,Sociology,Psychology,Economics,History,Journalism & Mass Communication",₹37K – ₹90K,3 Years,₹2.5L – ₹7L per annum,"Content Writer,Civil Services (path),HR Executive,Journalist,Social Worker,Teacher","Government Departments,NGOs,Media Houses,Ed-tech firms,BPOs",Community or media project,BA is valid for most government jobs and civil services. Widely accepted degree.
meenaksh-academy-of-higher,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹41K – ₹99K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from MEENAKSHI ACADEMY OF HIGHER EDUCATION AND RESEARCH is valid for banking, finance and government roles."
meenaksh-academy-of-higher,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹48K – ₹117K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from MEENAKSHI ACADEMY OF HIGHER EDUCATION AND RESEARCH is ideal for civil services, research and education careers."
mody-universi-of-science,BA,"English,Political Science,Sociology,Psychology,Economics,History,Journalism & Mass Communication",₹37K – ₹90K,3 Years,₹2.5L – ₹7L per annum,"Content Writer,Civil Services (path),HR Executive,Journalist,Social Worker,Teacher","Government Departments,NGOs,Media Houses,Ed-tech firms,BPOs",Community or media project,BA is valid for most government jobs and civil services. Widely accepted degree.
mody-universi-of-science,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹41K – ₹99K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from MODY UNIVERSITY OF SCIENCE AND TECHNOLOGY is valid for banking, finance and government roles."
mody-universi-of-science,BCA,"Data Science,Web Development,Cloud Computing,Cybersecurity,AI & ML,Mobile Development",₹45K – ₹108K,3 Years,₹2.5L – ₹10L per annum,"Junior Developer,Web Developer,Database Administrator,IT Support,QA Tester","TCS,Wipro,HCL,Infosys,Tech Mahindra",Project-based,BCA from MODY UNIVERSITY OF SCIENCE AND TECHNOLOGY builds IT fundamentals for entry-level software careers.
mody-universi-of-science,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹48K – ₹117K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from MODY UNIVERSITY OF SCIENCE AND TECHNOLOGY is ideal for civil services, research and education careers."
mody-universi-of-science,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹52K – ₹125K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from MODY UNIVERSITY OF SCIENCE AND TECHNOLOGY advances commerce careers in finance, tax and audit."
mody-universi-of-science,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹75K – ₹180K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from MODY UNIVERSITY OF SCIENCE AND TECHNOLOGY is UGC DEB approved and valid for corporate hiring and government roles across India.
mody-universi-of-science,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹63K – ₹153K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,MCA from MODY UNIVERSITY OF SCIENCE AND TECHNOLOGY prepares graduates for IT careers with UGC DEB recognised degree.
sage-universi,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹36K – ₹90K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from SAGE UNIVERSITY provides a recognised management degree for entry-level corporate roles.
sage-universi,BCA,"Data Science,Web Development,Cloud Computing,Cybersecurity,AI & ML,Mobile Development",₹36K – ₹90K,3 Years,₹2.5L – ₹10L per annum,"Junior Developer,Web Developer,Database Administrator,IT Support,QA Tester","TCS,Wipro,HCL,Infosys,Tech Mahindra",Project-based,BCA from SAGE UNIVERSITY builds IT fundamentals for entry-level software careers.
sage-universi,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹39K – ₹97K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from SAGE UNIVERSITY is ideal for civil services, research and education careers."
sage-universi,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹42K – ₹105K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from SAGE UNIVERSITY advances commerce careers in finance, tax and audit."
sage-universi,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹60K – ₹150K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from SAGE UNIVERSITY is UGC DEB approved and valid for corporate hiring and government roles across India.
sage-universi,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹51K – ₹127K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,MCA from SAGE UNIVERSITY prepares graduates for IT careers with UGC DEB recognised degree.
shree-guru-gobind-singh,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹33K – ₹82K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY is valid for banking, finance and government roles."
shree-guru-gobind-singh,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹36K – ₹90K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY provides a recognised management degree for entry-level corporate roles.
shree-guru-gobind-singh,BCA,"Data Science,Web Development,Cloud Computing,Cybersecurity,AI & ML,Mobile Development",₹36K – ₹90K,3 Years,₹2.5L – ₹10L per annum,"Junior Developer,Web Developer,Database Administrator,IT Support,QA Tester","TCS,Wipro,HCL,Infosys,Tech Mahindra",Project-based,BCA from SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY builds IT fundamentals for entry-level software careers.
shree-guru-gobind-singh,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹60K – ₹150K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY is UGC DEB approved and valid for corporate hiring and government roles across India.
shree-guru-gobind-singh,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹51K – ₹127K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,MCA from SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY prepares graduates for IT careers with UGC DEB recognised degree.
shri-ramasamy-memorial-univers,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹33K – ₹82K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from SHRI RAMASAMY MEMORIAL UNIVERSITY is valid for banking, finance and government roles."
shri-ramasamy-memorial-univers,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹36K – ₹90K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from SHRI RAMASAMY MEMORIAL UNIVERSITY provides a recognised management degree for entry-level corporate roles.
shri-ramasamy-memorial-univers,BCA,"Data Science,Web Development,Cloud Computing,Cybersecurity,AI & ML,Mobile Development",₹36K – ₹90K,3 Years,₹2.5L – ₹10L per annum,"Junior Developer,Web Developer,Database Administrator,IT Support,QA Tester","TCS,Wipro,HCL,Infosys,Tech Mahindra",Project-based,BCA from SHRI RAMASAMY MEMORIAL UNIVERSITY builds IT fundamentals for entry-level software careers.
shri-ramasamy-memorial-univers,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹42K – ₹105K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from SHRI RAMASAMY MEMORIAL UNIVERSITY advances commerce careers in finance, tax and audit."
shri-ramasamy-memorial-univers,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹60K – ₹150K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from SHRI RAMASAMY MEMORIAL UNIVERSITY is UGC DEB approved and valid for corporate hiring and government roles across India.
shri-ramasamy-memorial-univers,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹51K – ₹127K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,MCA from SHRI RAMASAMY MEMORIAL UNIVERSITY prepares graduates for IT careers with UGC DEB recognised degree.
